Material,Material Description,Plnt,SLoc,S,Unrestr.,Total Value,Special stock number
R900-B09-000-03515,,,,,3.000,,
R900-E09-000-03394,,,,,75.000,,
R900-E09-000-03395,,,,,40.000,,
R900-M10-000-00612,,,,,80.000,,
R900-M10-000-00614,,,,,234.000,,
R910-B17-000-00179,,,,,"32,730.000",,
R910-B17-000-00186,,,,,54.000,,
R910-C38-000-00028,,,,,"29,622.800",,
R910-C38-000-00029,,,,,"9,135.000",,
R910-M21-000-00002,,,,,"5,778.000",,
R920-C38-000-02711,,,,,23.000,,
R920-C38-000-02726,,,,,6.000,,
R920-E08-000-02724,,,,,200.000,,
R920-R10-000-02992,,,,,204.000,,
X000-000-000-00004,,,,,286.500,,
X000-000-000-00005,,,,,"1,855.700",,
X000-000-000-00006,,,,,"1,290.500",,
61049,,,,,17.000,,
72009,,,,,2.000,,
97369,,,,,1.000,,
203250,,,,,390.000,,
203263,,,,,40.000,,
311087,,,,,50.000,,
441504,,,,,56.000,,
1004306,,,,,34.000,,
1004584,,,,,10.000,,
1007128,,,,,1.000,,
1032526,,,,,5.000,,
1032527,,,,,5.000,,
1201730,,,,,5.000,,
2130431,,,,,20.000,,
2281036,,,,,2.000,,
2281089,,,,,4.000,,
2770642,,,,,87.000,,
2859181,,,,,1.000,,
2905743,,,,,2.000,,
2908214,,,,,5.000,,
2908341,,,,,5.000,,
2966171,,,,,1.000,,
3001022,,,,,732.000,,
3003020,,,,,152.000,,
3004126,,,,,123.000,,
3004142,,,,,70.000,,
3005073,,,,,3.000,,
3040096,,,,,20.000,,
3059812,,,,,246.000,,
3075773,,,,,71.000,,
3075812,,,,,286.000,,
3214217,,,,,122.000,,
3246010,,,,,777.000,,
3246023,,,,,420.000,,
3246036,,,,,393.000,,
3246049,,,,,151.000,,
3246094,,,,,350.000,,
3246104,,,,,124.000,,
3247976,,,,,6.000,,
4510121,,,,,160.000,,
5792172,,,,,96.000,,
5792186,,,,,1.000,,
5793004,,,,,74.000,,
1020200000,,,,,5.000,,
1020300000,,,,,30.000,,
1020500000,,,,,2.000,,
1783820000,,,,,21.000,,
1939450000,,,,,2.000,,
26 659,,,,,61.000,,
34 403,,,,,100.000,,
34 410,,,,,23.000,,
34 418,,,,,52.000,,
34 603,,,,,192.000,,
34 608,,,,,37.000,,
1050020 (111-120),,,,,2.000,,
1050020 (401-410),,,,,2.000,,
1050020 (41-50),,,,,45.000,,
1050020 (411-420),,,,,2.000,,
1050020 (421-430),,,,,2.000,,
1050020 (431-440),,,,,2.000,,
1050020 (441-450),,,,,2.000,,
1050020 (51-60),,,,,45.000,,
1050020 (61-70),,,,,46.000,,
1050020 (71-80),,,,,2.000,,
1050020 (81-90),,,,,2.000,,
1050020 (91-100),,,,,2.000,,
1052785 (41-50),,,,,28.000,,
1052785 (51-60),,,,,30.000,,
1119 007,,,,,5.000,,
1119 021,,,,,20.000,,
1119 504,,,,,35.000,,
1119 604,,,,,100.000,,
170M 1561,,,,,1.000,,
170M 3167,,,,,1.000,,
170M 3813,,,,,3.000,,
170M 5809D,,,,,3.000,,
1734-IE2C,,,,,1.000,,
1FK7 042 5AF711EG0,,,,,2.000,,
1FK7 060 5AF711EG0,,,,,2.000,,
1FK7 063 5AF711EG0,,,,,2.000,,
1FK7 083 5AF711EH0,,,,,2.000,,
1FK7 101 5AF711EB0,,,,,1.000,,
1LA0 080 2YA81,,,,,1.000,,
1SVR010200R1600,,,,,34.000,,
2002-3201,,,,,50.000,,
209-506,,,,,26.000,,
209-507,,,,,10.000,,
209-566,,,,,1.000,,
209-570,,,,,50.000,,
209-571,,,,,50.000,,
209-573,,,,,80.000,,
2170 220,,,,,100.000,,
270-319,,,,,118.000,,
270-560,,,,,420.000,,
280-308,,,,,196.000,,
280-313,,,,,85.000,,
280-314,,,,,151.000,,
280-340,,,,,10.000,,
280-402,,,,,74.000,,
280-519,,,,,15.000,,
280-641,,,,,100.000,,
280-833,,,,,459.000,,
280-901,,,,,468.000,,
280-907,,,,,97.000,,
281-312,,,,,62.000,,
281-328,,,,,149.000,,
281-611/281-415,,,,,99.000,,
281-611/281-418,,,,,50.000,,
281-631,,,,,195.000,,
281-901,,,,,390.000,,
281-907,,,,,278.000,,
282-325,,,,,74.000,,
282-901,,,,,245.000,,
282-907,,,,,96.000,,
283-325,,,,,46.000,,
283-907,,,,,4.000,,
284-308,,,,,230.000,,
284-325,,,,,77.000,,
284-402,,,,,20.000,,
284-412,,,,,223.000,,
284-621,,,,,41.000,,
284-901,,,,,124.000,,
284-907,,,,,146.000,,
2AK2-2PO,,,,,20.000,,
2AK2-3P,,,,,8.000,,
2ALRF(L)4-24VDC,,,,,7.000,,
2AMLKB4,,,,,1.000,,
2AS2-2P-SR,,,,,10.000,,
2AS2-3P,,,,,5.000,,
2KJ31 01 1BC119ATI,,,,,1.000,,
2PLBR(L)1-230VAC,,,,,10.000,,
2PLBR(L)3-230VAC,,,,,8.000,,
2PLBR(L)3-24VAC,,,,,11.000,,
2PLBR(L)4-110VAC,,,,,1.000,,
2PLBR(L)4-230VAC,,,,,4.000,,
2PLBR(L)4-24VDC,,,,,11.000,,
2PLBR(L)5-110VAC,,,,,10.000,,
2PLBR(L)5-230VAC,,,,,7.000,,
2PLBR(L)5-24VDC,,,,,7.000,,
2PLBR(L)6-230VAC,,,,,12.000,,
2PLBR(L)8-230VAC,,,,,11.000,,
2PSF210,,,,,14.000,,
2PSF310,,,,,48.000,,
2PSF402,,,,,14.000,,
2PSK220-3PSR,,,,,5.000,,
2PSLRF3L20-24DC,,,,,50.000,,
2PSLRF4L10-24VDC,,,,,2.000,,
2PSLRF5L10-24VDC,,,,,7.000,,
2PSML403,,,,,11.000,,
2PSS220-2P,,,,,11.000,,
3800 7066,,,,,20.000,,
3KL47 30 1YJ00,,,,,1.000,,
3KL81 11 3TA00,,,,,17.000,,
3KL81 21 3TA00,,,,,3.000,,
3KL81 21 3TJ00,,,,,1.000,,
3KL81 51 3HA00,,,,,2.000,,
3KL81 51 3TJ00,,,,,7.000,,
3KL82 11 3TA00,,,,,2.000,,
3KL82 21 3HA00,,,,,6.000,,
3KL82 31 3HA00,,,,,1.000,,
3KL82 31 3TA00,,,,,1.000,,
3KL82 31 5TA00,,,,,1.000,,
3KL83 11 3UA00,,,,,1.000,,
3KL83 21 3UA00,,,,,4.000,,
3KT81 21 3HA00,,,,,1.000,,
3KT82 11 3HA00,,,,,1.000,,
3KX3 552 1YC,,,,,3.000,,
3KX8 340 0AC,,,,,8.000,,
3LD9 200 5B,,,,,4.000,,
3NA1 011,,,,,12.000,,
3NA1 012,,,,,4.000,,
3NA1 014,,,,,2.000,,
3NA3 130 7Y,,,,,2.000,,
3NA3 132 7Y,,,,,3.000,,
3NA3 140 7Y,,,,,6.000,,
3NA3 142 7Y,,,,,3.000,,
3NA3 375 4RC,,,,,1.000,,
3NA3 377 27Y,,,,,1.000,,
3NA3 801 7Y,,,,,4.000,,
3NA3 802 7Y,,,,,34.000,,
3NA3 803 7Y,,,,,7.000,,
3NA3 805 7Y,,,,,2.000,,
3NA3 807 7Y,,,,,3.000,,
3NA3 812 7Y,,,,,4.000,,
3NA3 814,,,,,1.000,,
3NA3 820 7Y,,,,,1.000,,
3NA3 824 7Y,,,,,1.000,,
3NA3 836 7Y,,,,,3.000,,
3NA7 122 0RC,,,,,8.000,,
3NA7 124 0RC,,,,,20.000,,
3NA7 130 0RC,,,,,12.000,,
3NA7 132 0RC,,,,,30.000,,
3NA7 136 0RC,,,,,7.000,,
3NA7 140 0RC,,,,,14.000,,
3NA7 144 0RC,,,,,6.000,,
3NA7 252 0RC,,,,,13.000,,
3NA7 801 0RC,,,,,42.000,,
3NA7 803 0RC,,,,,28.000,,
3NA7 804 0RC,,,,,3.000,,
3NA7 805 0RC,,,,,7.000,,
3NA7 807 0RC,,,,,59.000,,
3NA7 810 0RC,,,,,6.000,,
3NA7 812 0RC,,,,,5.000,,
3NA7 820 0RC,,,,,20.000,,
3NA7 824 0RC,,,,,6.000,,
3NA7 830 0RC,,,,,2.000,,
3NA7 832 0RC,,,,,18.000,,
3NA7 836 0RC,,,,,4.000,,
3NE1 022 09,,,,,3.000,,
3NE1 333 0,,,,,1.000,,
3NE1 437 2,,,,,3.000,,
3NE1 438 0,,,,,3.000,,
3NE1 802 09,,,,,1.000,,
3NE1 813 0,,,,,2.000,,
3NE1 815 0,,,,,2.000,,
3NE1 817 0,,,,,4.000,,
3NE3 225,,,,,1.000,,
3NE3 333,,,,,1.000,,
3NE3 336,,,,,1.000,,
3NE4 101,,,,,2.000,,
3NE4 122,,,,,3.000,,
3NE4 337,,,,,4.000,,
3NE8 003 1,,,,,2.000,,
3NE8 021 1,,,,,21.000,,
3NE8 701 1,,,,,3.000,,
3NE8 702 1,,,,,2.000,,
3NE8 714 1,,,,,10.000,,
3NE8 718 1,,,,,2.000,,
3NE8 731 1,,,,,1.000,,
3NH3 030 0RC,,,,,7.000,,
3NH3 032 0RC,,,,,2.000,,
3NH3 230 0RC,,,,,13.000,,
3NH3 330 0RC,,,,,6.000,,
3NH3 430 0RC,,,,,5.000,,
3NW 20 NNSF,,,,,16.000,,
3NW NS 10,,,,,8.000,,
3NW NS 16,,,,,13.000,,
3NW NS 2,,,,,40.000,,
3NW NS 20,,,,,18.000,,
3NW NS 32,,,,,19.000,,
3NW NS 6,,,,,214.000,,
3NW TIA 20,,,,,23.000,,
3NX1 011,,,,,1.000,,
3PLBR(L)3-24VAC,,,,,15.000,,
3PSK220-3PC,,,,,1.000,,
3PSS220-3P,,,,,6.000,,
3RA19 22 2C,,,,,32.000,,
3RA19 24 1A,,,,,7.000,,
3RA19 24 2B,,,,,4.000,,
3RA19 32 2C,,,,,2.000,,
3RA29 13 2AA1,,,,,18.000,,
3RA29 23 2AA1,,,,,44.000,,
3RA29 33 2AA1,,,,,8.000,,
3RB10 36 2UB0,,,,,1.000,,
3RB31 23 4SB0,,,,,1.000,,
3RF21 20 1AA04,,,,,2.000,,
3RH11 22 1BB40,,,,,5.000,,
3RH11 22 1KB40,,,,,2.000,,
3RH11 31 1BB40,,,,,1.000,,
3RH11 31 1KB40,,,,,7.000,,
3RH14 22 1BF40,,,,,3.000,,
3RH19 11 1AA01,,,,,7.000,,
3RH19 11 1AA10,,,,,21.000,,
3RH19 11 1FA02,,,,,12.000,,
3RH19 11 1FA11,,,,,6.000,,
3RH19 11 1FA22,,,,,23.000,,
3RH19 11 1FA31,,,,,2.000,,
3RH19 11 1FA40,,,,,4.000,,
3RH19 21 1CA01,,,,,35.000,,
3RH19 21 1CA10,,,,,30.000,,
3RH19 21 1EA11,,,,,1.000,,
3RH19 21 1HA22,,,,,2.000,,
3RH21 22 1AF00,,,,,2.000,,
3RH21 22 1BB40,,,,,7.000,,
3RH21 22 1BM40,,,,,10.000,,
3RH21 31 1AF00,,,,,4.000,,
3RH21 31 1AP00,,,,,74.000,,
3RH21 31 1BB40,,,,,6.000,,
3RH21 31 1KB40,,,,,13.000,,
3RH21 31 1SB40,,,,,7.000,,
3RH21 40 1AF00,,,,,3.000,,
3RH21 40 1AP00,,,,,47.000,,
3RH21 40 1BB40,,,,,8.000,,
3RH29 11 1AA01,,,,,18.000,,
3RH29 11 1FA40,,,,,4.000,,
3RH29 11 1HA01,,,,,14.000,,
3RH29 11 1HA02,,,,,4.000,,
3RH29 11 1HA10,,,,,1.000,,
3RH29 11 1HA11,,,,,72.000,,
3RH29 11 1HA20,,,,,2.000,,
3RH29 11 1HA31,,,,,3.000,,
3RH29 11 1LA20,,,,,5.000,,
3RK12 05 0BQ000AA3,,,,,5.000,,
3RP15 05 1AW30,,,,,6.000,,
3RP15 11 1AP30,,,,,3.000,,
3RP15 13 1AP30,,,,,1.000,,
3RP15 31 1AP30,,,,,3.000,,
3RP15 76 1NP20,,,,,1.000,,
3RP15 76 1NP30,,,,,1.000,,
3RP15 76 1NQ30,,,,,1.000,,
3RT10 15 1BB41,,,,,2.000,,
3RT10 16 1BB42,,,,,2.000,,
3RT10 23 1BB40,,,,,2.000,,
3RT10 24 1AL20,,,,,1.000,,
3RT10 25 1AG20,,,,,1.000,,
3RT10 26 1AG20,,,,,1.000,,
3RT10 26 1BB40,,,,,4.000,,
3RT10 34 1AG20,,,,,3.000,,
3RT10 34 1AL20,,,,,11.000,,
3RT10 36 1AL20,,,,,3.000,,
3RT10 36 1AP00,,,,,1.000,,
3RT10 44 1AG20,,,,,1.000,,
3RT10 44 1AL20,,,,,1.000,,
3RT10 45 1AG20,,,,,1.000,,
3RT10 45 1AL20,,,,,1.000,,
3RT10 46 1AL20,,,,,2.000,,
3RT10 55 6LA06,,,,,1.000,,
3RT10 65 6LA06,,,,,1.000,,
3RT19 16 1JK00,,,,,15.000,,
3RT19 26 1BB00,,,,,10.000,,
3RT19 26 1BC00,,,,,11.000,,
3RT19 55 5AB31,,,,,1.000,,
3RT19 55 5AF31,,,,,1.000,,
3RT19 65 5AF31,,,,,2.000,,
3RT19 75 5AF31,,,,,1.000,,
3RT20 15 1AB01,,,,,4.000,,
3RT20 15 1AP02,,,,,26.000,,
3RT20 15 1BB41,,,,,2.000,,
3RT20 16 1AF01,,,,,2.000,,
3RT20 16 1AF02,,,,,2.000,,
3RT20 16 1AP01,,,,,48.000,,
3RT20 16 1AP02,,,,,7.000,,
3RT20 17 1AF01,,,,,1.000,,
3RT20 17 1AF02,,,,,2.000,,
3RT20 17 1AP01,,,,,6.000,,
3RT20 17 1AP02,,,,,8.000,,
3RT20 18 1AP01,,,,,5.000,,
3RT20 18 1AP02,,,,,1.000,,
3RT20 18 1BB41,,,,,3.000,,
3RT20 23 1AL20,,,,,1.000,,
3RT20 23 1BB40,,,,,1.000,,
3RT20 23 2BB40,,,,,2.000,,
3RT20 24 1AL20,,,,,2.000,,
3RT20 24 1AV00,,,,,2.000,,
3RT20 24 1BB40,,,,,10.000,,
3RT20 24 1KB40,,,,,1.000,,
3RT20 25 1BB40,,,,,2.000,,
3RT20 26 1AG20,,,,,4.000,,
3RT20 26 1AL20,,,,,22.000,,
3RT20 26 1AP00,,,,,1.000,,
3RT20 26 1BB40,,,,,2.000,,
3RT20 26 2BB40,,,,,1.000,,
3RT20 27 1BB40,,,,,1.000,,
3RT20 27 2AL20,,,,,2.000,,
3RT20 28 1AL20,,,,,3.000,,
3RT20 28 1AL200JA0,,,,,9.000,,
3RT20 28 1BB40,,,,,1.000,,
3RT20 36 1AG20,,,,,1.000,,
3RT20 37 1AC20,,,,,2.000,,
3RT29 16 1JK00,,,,,12.000,,
3RT29 26 1BB00,,,,,13.000,,
3RT29 26 1BC00,,,,,46.000,,
3RT29 26 1BD00,,,,,4.000,,
3RU11 16 1AB0,,,,,2.000,,
3RU11 16 1BB0,,,,,1.000,,
3RU11 26 1JB0,,,,,3.000,,
3RU11 26 4AB0,,,,,2.000,,
3RU11 36 4DB0,,,,,1.000,,
3RU19 00 1C,,,,,2.000,,
3RU19 16 3AA01,,,,,4.000,,
3RU19 36 3AA01,,,,,1.000,,
3RU19 46 3AA01,,,,,2.000,,
3RU21 16 0KB0,,,,,2.000,,
3RU21 16 1BB0,,,,,22.000,,
3RU21 16 1DB0,,,,,13.000,,
3RU21 16 1EB0,,,,,20.000,,
3RU21 16 1GB0,,,,,5.000,,
3RU21 16 1HB0,,,,,3.000,,
3RU21 16 1JB0,,,,,4.000,,
3RU21 16 1KB0,,,,,3.000,,
3RU21 26 1JB0,,,,,2.000,,
3RU21 26 1KB0,,,,,1.000,,
3RU21 36 4GB0,,,,,2.000,,
3RV10 21 0CA10,,,,,1.000,,
3RV10 21 0GA10,,,,,1.000,,
3RV10 21 0JA10,,,,,2.000,,
3RV13 21 1FC10,,,,,2.000,,
3RV19 01 1A,,,,,1.000,,
3RV19 01 1D,,,,,9.000,,
3RV19 01 1E,,,,,6.000,,
3RV19 02 1DB0,,,,,6.000,,
3RV19 02 1DF0,,,,,3.000,,
3RV19 15 1AB,,,,,4.000,,
3RV19 15 1BB,,,,,5.000,,
3RV19 15 1CB,,,,,4.000,,
3RV19 15 1DB,,,,,7.000,,
3RV19 15 3AB,,,,,2.000,,
3RV19 21 1M,,,,,1.000,,
3RV19 26 1B-Z,,,,,1.000,,
3RV20 11 0DA10,,,,,1.000,,
3RV20 11 0EA10,,,,,1.000,,
3RV20 11 0JA10,,,,,4.000,,
3RV20 11 1AA10,,,,,4.000,,
3RV20 11 1DA10,,,,,1.000,,
3RV20 11 1EA10,,,,,2.000,,
3RV20 11 1GA10,,,,,4.000,,
3RV20 11 1JA20,,,,,1.000,,
3RV20 11 1KA10,,,,,9.000,,
3RV20 11 4AA10,,,,,1.000,,
3RV20 21 1FA10,,,,,2.000,,
3RV20 21 4BA10,,,,,2.000,,
3RV20 21 4DA10,,,,,4.000,,
3RV20 21 4EA10,,,,,4.000,,
3RV20 31 4EA10,,,,,1.000,,
3RV23 11 1EC10,,,,,3.000,,
3RV23 11 1GC10,,,,,1.000,,
3RV29 01 1A,,,,,14.000,,
3RV29 01 1E,,,,,14.000,,
3RV29 17 5CA00,,,,,1.000,,
3RV29 28 1K,,,,,4.000,,
3RW30 34 1AB14,,,,,1.000,,
3RW44 27 1BC44,,,,,1.000,,
3RW44 44 6BC34,,,,,1.000,,
3SB04 00 0B,,,,,4.000,,
3SB04 00 0C,,,,,60.000,,
3SB08 01 8AM,,,,,3.000,,
3SB12 00 0AD01,,,,,8.000,,
3SB12 00 0TC00,,,,,1.000,,
3SB12 00 1XB01,,,,,11.000,,
3SB12 02 0AC01,,,,,10.000,,
3SB12 02 0AE01,,,,,12.000,,
3SB12 03 0AC01,,,,,40.000,,
3SB12 06 0AF01,,,,,18.000,,
3SB12 07 0AC01,,,,,30.000,,
3SB12 08 2DB01,,,,,24.000,,
3SB12 10 2DB01,,,,,1.000,,
3SB12 12 6CC06,,,,,38.000,,
3SB12 12 6CD06,,,,,37.000,,
3SB12 12 6CE06,,,,,50.000,,
3SB12 12 6CF06,,,,,46.000,,
3SB14 00 2LZX90,,,,,3.000,,
3SB14 01 2HZ2,,,,,20.000,,
3SB14 04 2WZ3,,,,,1.000,,
3SB14 20 0B,,,,,6.000,,
3SB14 20 0C,,,,,6.000,,
3SB34 00 0A,,,,,2.000,,
3SB39 01 0AB,,,,,18.000,,
3SB39 01 1QA,,,,,4.000,,
3SB5 203 0UC01,,,,,26.000,,
3SB50 00 0AB01,,,,,207.000,,
3SB50 00 0AC01,,,,,55.000,,
3SB50 00 0AD01,,,,,12.000,,
3SB50 00 0AE01,,,,,115.000,,
3SB50 00 0AF01,,,,,8.000,,
3SB50 00 0AG01,,,,,19.000,,
3SB50 00 0LE01,,,,,5.000,,
3SB50 00 1NB01,,,,,11.000,,
3SB50 00 2AB01,,,,,40.000,,
3SB50 00 2AC01,,,,,7.000,,
3SB50 00 2BB01,,,,,3.000,,
3SB50 00 2DB01,,,,,1.000,,
3SB50 00 2EB01,,,,,5.000,,
3SB50 00 4AA01,,,,,11.000,,
3SB50 00 4AC01,,,,,35.000,,
3SB50 00 4HA01,,,,,8.000,,
3SB50 00 4HB01,,,,,6.000,,
3SB50 00 4JA01,,,,,2.000,,
3SB50 01 0AC010PQ0,,,,,15.000,,
3SB50 01 0AD010PQ0,,,,,28.000,,
3SB50 01 0AE010PQ0,,,,,18.000,,
3SB50 01 0AF010PQ0,,,,,40.000,,
3SB50 01 0AG010PQ0,,,,,21.000,,
3SB50 01 0AL010PQ0,,,,,7.000,,
3SB50 01 2AE01,,,,,6.000,,
3SB52 01 7EC01,,,,,5.000,,
3SB52 35 6HC10,,,,,5.000,,
3SB52 35 6HD10,,,,,6.000,,
3SB52 35 6HF10,,,,,7.000,,
3SB52 35 6HG14,,,,,1.000,,
3SB52 85 6HC01,,,,,16.000,,
3SB52 85 6HC02,,,,,32.000,,
3SB52 85 6HC03,,,,,86.000,,
3SB52 85 6HC04,,,,,9.000,,
3SB52 85 6HC05,,,,,84.000,,
3SB52 85 6HD01,,,,,11.000,,
3SB52 85 6HD02,,,,,16.000,,
3SB52 85 6HD03,,,,,84.000,,
3SB52 85 6HD05,,,,,4.000,,
3SB52 85 6HE01,,,,,17.000,,
3SB52 85 6HE02,,,,,42.000,,
3SB52 85 6HE03,,,,,88.000,,
3SB52 85 6HE04,,,,,4.000,,
3SB52 85 6HE05,,,,,31.000,,
3SB52 85 6HF01,,,,,4.000,,
3SB52 85 6HF02,,,,,35.000,,
3SB52 85 6HF03,,,,,77.000,,
3SB52 85 6HF04,,,,,4.000,,
3SB52 85 6HG01,,,,,38.000,,
3SB52 85 6HG02,,,,,12.000,,
3SB52 85 6HG03,,,,,57.000,,
3SB52 85 6HG05,,,,,9.000,,
3SB52 85 6HL01,,,,,50.000,,
3SB52 85 6HL02,,,,,68.000,,
3SB52 85 6HL03,,,,,69.000,,
3SB52 85 6HL04,,,,,10.000,,
3SB52 85 6HL05,,,,,33.000,,
3SB54 00 0A,,,,,56.000,,
3SB54 00 0B,,,,,100.000,,
3SB54 00 0C,,,,,197.000,,
3SB54 00 0E,,,,,56.000,,
3SB54 00 0F,,,,,10.000,,
3SB54 00 6CC,,,,,2.000,,
3SB54 00 6FH,,,,,19.000,,
3SB54 00 6LH,,,,,36.000,,
3SB54 00 7CC,,,,,26.000,,
3SB54 00 7CE,,,,,26.000,,
3SB54 00 7CF,,,,,8.000,,
3SB54 00 7CG,,,,,10.000,,
3SB54 00 7CL,,,,,18.000,,
3SB54 20 0C,,,,,90.000,,
3SB58 02 8AC3,,,,,2.000,,
3SB59 21 0AB,,,,,10.000,,
3SB59 21 0AD,,,,,8.000,,
3SE3 023 0A,,,,,4.000,,
3SE5 250 0BC05,,,,,9.000,,
3SE5 250 0PC05,,,,,1.000,,
3SE52 50 0CC05,,,,,7.000,,
3SK11 11 1AB30,,,,,1.000,,
3ST14 00 1RK08,,,,,12.000,,
3ST14 00 2RQ08,,,,,35.000,,
3SU14 00 2AA101BA0,,,,,4.000,,
3SU14 00 2AA101CA0,,,,,4.000,,
3SU15 00 0AA100AA0,,,,,8.000,,
3SU18 01 0NB104HB2,,,,,4.000,,
3TB40 22 0AF0,,,,,1.000,,
3TF30 10 0AF0,,,,,1.000,,
3TF30 10 0AP0,,,,,2.000,,
3TF30 10 0BB4,,,,,1.000,,
3TF32 00 0AF0,,,,,1.000,,
3TF32 00 0AM0,,,,,2.000,,
3TF32 00 0AP0,,,,,5.000,,
3TF33 00 0AM0,,,,,1.000,,
3TF34 00 0AP0,,,,,2.000,,
3TF34 00 0BB4,,,,,2.000,,
3TF35 00 0BB4,,,,,2.000,,
3TF42 11 0AM0,,,,,1.000,,
3TF42 11 0APO,,,,,2.000,,
3TF46 02 0AP0ZA01,,,,,13.000,,
3TF53 02 0AF0,,,,,1.000,,
3TH30 22 0AB0,,,,,22.000,,
3TH30 22 0AF0,,,,,2.000,,
3TH30 22 0AM0,,,,,2.000,,
3TH30 22 0AP0,,,,,4.000,,
3TH30 22 0BB4,,,,,9.000,,
3TH30 31 0AM0,,,,,3.000,,
3TH30 31 0AP0,,,,,2.000,,
3TH30 31 0BB4,,,,,9.000,,
3TH30 40 0AF0,,,,,2.000,,
3TH30 40 0AM0,,,,,3.000,,
3TH80 22 0AM0,,,,,2.000,,
3TH80 31 0AR0,,,,,1.000,,
3TH80 40 0AF0,,,,,10.000,,
3TH82 44 0AF0,,,,,2.000,,
3TH82 62 0AF0,,,,,1.000,,
3TH82 71 0BB0,,,,,1.000,,
3TR31 10 0BB400AA7,,,,,2.000,,
3TR32 00 0BB400AA7,,,,,1.000,,
3TR33 00 0AG200AA7,,,,,1.000,,
3TS11 10 0AP05,,,,,2.000,,
3TS12 00 0AP05,,,,,1.000,,
3TS33 00 0AP008K,,,,,1.000,,
3TW30 311 0AM51,,,,,2.000,,
3TX2 242 1Y0,,,,,6.000,,
3TX2 446 1YA0,,,,,3.000,,
3TX21 43 1YA0,,,,,4.000,,
3TX40 01 2A,,,,,1.000,,
3TX40 01 4A,,,,,2.000,,
3TX40 10 2A,,,,,2.000,,
3TX40 10 4A,,,,,2.000,,
3TX40 91 1A,,,,,30.000,,
3TX44 22 2A,,,,,6.000,,
3TX7 402 3GY1,,,,,87.000,,
3TX7 402 3HY1,,,,,45.000,,
3TX7 402 3TY2,,,,,35.000,,
3TX7 462 3GY1,,,,,20.000,,
3TX7 462 3HY1,,,,,45.000,,
3TX7 462 3JY1,,,,,34.000,,
3TX7 466 1YA0,,,,,9.000,,
3TY7 403 0AM0,,,,,6.000,,
3TY7 463 0AM0,,,,,1.000,,
3TY7 463 0AP0,,,,,2.000,,
3TY7 483 0AP0,,,,,2.000,,
3TY7 490 0A,,,,,2.000,,
3TY7 503 0AU0,,,,,1.000,,
3TY7 523 0AF0,,,,,1.000,,
3TY7 543 0DF4,,,,,1.000,,
3TY7 543 1XB4,,,,,1.000,,
3TY7 561 1K,,,,,3.000,,
3TY7 561 1L,,,,,1.000,,
3TY7 563 0AF0,,,,,3.000,,
3TY7 563 0AH0,,,,,2.000,,
3UA50 00 0J,,,,,1.000,,
3UA50 00 1C,,,,,3.000,,
3UA50 00 1D,,,,,2.000,,
3UA50 00 1E,,,,,3.000,,
3UA50 00 1G,,,,,1.000,,
3UA50 00 1H,,,,,5.000,,
3UA50 00 1K,,,,,3.000,,
3UA52 00 1B,,,,,1.000,,
3UA55 00 2A,,,,,1.000,,
3UA55 00 2D,,,,,1.000,,
3UA55 00 2Q,,,,,2.000,,
3UA55 00 8M,,,,,2.000,,
3UA58 00 8YZ1,,,,,1.000,,
3UC58 30 2E,,,,,3.000,,
3UF19 00 1KA00,,,,,2.000,,
3UF71 03 1AA000,,,,,1.000,,
3UF79 30 0AA000,,,,,3.000,,
3UX14 18,,,,,1.000,,
3UX14 20,,,,,3.000,,
3UX14 25,,,,,2.000,,
3VA11 25 5ED320AA0,,,,,1.000,,
3VA11 32 5ED320AA0,,,,,1.000,,
3VA92 67 0FK51,,,,,1.000,,
3VA99 88 0AB12,,,,,7.000,,
3VA99 88 0BA23,,,,,1.000,,
3VL17 02 1DD360AA0,,,,,2.000,,
3VL94 00 1UH00,,,,,2.000,,
3VL94 00 1UJ00,,,,,6.000,,
3VL94 00 2AB00,,,,,1.000,,
3VL94 00 3HQ00,,,,,6.000,,
3VL94 00 4ED30,,,,,1.000,,
3VL96 00 4EC30,,,,,1.000,,
3VL96 00 4ED30,,,,,2.000,,
3VL98 00 1ST00,,,,,4.000,,
3VL98 00 1UH00,,,,,4.000,,
3VL98 00 2AC00,,,,,10.000,,
3VM91 17 0FK51,,,,,2.000,,
3VM91 53 0QC50,,,,,30.000,,
3VT17 08 2DA360AA0,,,,,1.000,,
3VT17 08 2DC360AA0,,,,,1.000,,
3VT17 08 2DM360AA0,,,,,1.000,,
3VT17 10 2DC360AA0,,,,,5.000,,
3VT17 12 2DC360AA0,,,,,1.000,,
3VT27 25 2AA360AA0,,,,,2.000,,
3VT27 25 3AA460AA0,,,,,1.000,,
3VT82 16 1AA030AA2,,,,,1.000,,
3VT83 20 1AA040AA2,,,,,1.000,,
3VT83 25 2AA030AA2,,,,,1.000,,
3VT91 00 1SE00,,,,,1.000,,
3VT91 00 2AB10,,,,,4.000,,
3VT91 00 3HA20,,,,,4.000,,
3VT91 00 3HJ10,,,,,2.000,,
3VT91 00 3HQ00,,,,,1.000,,
3VT91 00 3MG12,,,,,1.000,,
3VT91 00 4ED30,,,,,24.000,,
3VT91 00 4ED48,,,,,3.000,,
3VT91 00 8CE30,,,,,80.000,,
3VT92 00 3HA20,,,,,12.000,,
3VT92 00 3HQ00,,,,,1.000,,
3VT92 00 4ED300RC0,,,,,6.000,,
3VT92 00 4TA30,,,,,2.000,,
3VT92 00 8LC10,,,,,4.000,,
